IDCode,index,narrative_gmm_bic_best_label,narrative_best_label
nupy082,110,1,1
hoge626,111,1,1
nivo041,112,1,1
karo919,113,2,2
vuhe805,114,0,0
kebi083,115,4,4
faly535,116,3,3
gelo627,117,3,3
vili771,118,1,1
katu927,119,5,5
xiza150,120,3,3
bevi590,121,1,1
huve181,122,2,2
fite050,123,1,1
nysu060,124,1,1
kaho190,125,0,0
lany944,126,1,1
maqu534,127,0,0
wuga870,128,0,0
wyva352,129,0,0
hime464,130,4,4
jexu775,131,5,5
tuga736,132,2,2
hyfe498,133,3,3
bomo360,134,1,1
lomo204,135,1,1
mipe544,136,4,4
hufy497,137,1,1
rapo919,138,5,5
gata076,139,3,3
muvo194,140,3,3
cywo537,141,5,5
xamy327,142,2,2
cogu074,143,1,1
rapo615,144,3,3
zady580,145,3,3
nujo284,146,0,0
syzu625,147,0,0
myte214,148,0,0
tyzo440,149,3,3
vyzo298,150,1,1
hiwu589,151,0,0
sazy810,152,1,1
turi097,153,5,5
foji729,154,4,4
dexe201,155,1,1
dosu709,156,0,0
doxe392,157,3,3
culu497,158,0,0
lije367,159,1,1
vice024,160,1,1
kapy740,161,1,1
vudi262,162,3,3
tuza510,163,2,2
tubo945,164,1,1
bofi323,165,0,0
zeji633,166,3,3
bowo488,167,3,3
pipo687,168,3,3
core934,169,0,0
dedu084,170,3,3
lowa532,171,3,3
zuha759,172,3,3
qafu966,173,3,3
lobo127,174,0,0
homa046,175,3,3
keno764,176,2,2
habe142,177,0,0
joti731,178,1,1
reve265,179,4,4
cyca115,180,1,1
rawo522,181,1,1
pogi169,182,1,1
vepi727,183,0,0
risy585,184,2,2
fefu774,185,1,1
wyxo615,186,1,1
ciby707,187,1,1
xuvy948,188,1,1
ravy196,189,1,1
loge702,190,5,5
viry492,191,0,0
gowa049,192,1,1
vyva107,193,4,4
duxo262,194,1,1
peto053,195,1,1
difi858,196,1,1
xoru423,197,0,0
wizy437,198,1,1
kuge219,199,1,1
hazu473,200,0,0
gono087,201,0,0
vury347,202,5,5
copo281,203,3,3
heda014,204,1,1
powu461,205,1,1
peqa279,206,1,1
lufy687,207,2,2
koze985,208,1,1
hadi890,209,4,4
recu163,210,1,1
xyzi642,211,1,1
nejy388,212,3,3
tezy480,213,4,4
nawu690,214,5,5
mofe780,215,3,3
nily317,216,3,3
roho333,217,3,3
xime971,218,2,2
muqo157,219,3,3
riby296,220,4,4
pala257,221,0,0
tuby409,222,5,5
hoxo855,223,3,3
qixy634,224,1,1
niri091,225,5,5
lazi600,226,1,1
qedo478,227,2,2
ruhu758,228,1,1
cima563,229,1,1
lyzy104,230,0,0
xafy802,231,0,0
bacy598,232,3,3
kexi927,233,3,3
cumo221,234,1,1
kami789,235,2,2
zoko875,236,1,1
sina926,237,4,4
fise899,238,0,0
cija437,239,1,1
manu258,240,0,0
zuwa573,241,1,1
joxi410,242,3,3
muta539,243,1,1
reqy562,244,1,1
doxe492,245,1,1
gylu244,246,2,2
maxy370,247,1,1
ryko512,248,1,1
kula014,249,1,1
jeqy595,250,2,2
guva627,251,1,1
lohy238,252,1,1
cobi870,253,2,2
giki066,254,1,1
hywy001,255,4,4
feji918,256,1,1
luli756,257,4,4
wumu083,258,1,1
cyga680,259,1,1
buvy316,260,0,0
rejy122,261,1,1
dusi300,262,1,1
howe436,263,1,1
ropi792,264,1,1
jemy300,265,1,1
qexo432,266,4,4
kyso927,267,1,1
cozi663,268,3,3
vani542,269,5,5
kaxu871,270,1,1
moku835,271,1,1
cahe192,272,1,1
feso129,273,1,1
tufa140,274,1,1
zigi489,275,2,2
dahi696,276,1,1
quhe482,277,3,3
taxa827,278,4,4
vuga321,279,4,4
nycu731,280,1,1
raxy329,281,5,5
nyfe489,282,1,1
texu966,283,2,2
kifo712,284,3,3
pajo050,285,2,2
hefy659,286,3,3
tujy672,287,4,4
cyfe247,288,3,3
xori482,289,4,4
raje697,290,1,1
biwu043,291,2,2
cylu852,292,1,1
fode209,293,0,0
woju333,294,2,2
saca329,295,1,1
jizi110,296,5,5
vyxi492,297,1,1
xehy451,298,0,0
feke878,299,2,2
rozu771,300,0,0
duvi856,301,1,1
nexu635,302,5,5
cozi454,303,3,3
saze236,304,0,0
quzy338,305,0,0
lula174,306,1,1
buzo685,307,2,2
huby293,308,1,1
dyhi182,309,0,0
tatu362,310,1,1
bene344,311,5,5
keho061,312,2,2
vyxy108,313,5,5
zusa663,314,1,1
nehe056,315,1,1
myve834,316,1,1
tyhy481,317,3,3
sati762,318,5,5
biku776,319,2,2
wify666,320,1,1
sony276,321,1,1
tusi463,322,5,5
baco446,323,2,2
coni238,324,4,4
tuvu087,325,2,2
vuci475,326,2,2
seto741,327,3,3
jewe923,328,4,4
jaqy340,329,5,5
pubu440,330,3,3
gyjy255,331,4,4
zyte492,332,1,1
ruco451,333,2,2
loda300,334,4,4
moly152,335,2,2
cuba307,336,5,5
jupo405,337,2,2
xuke183,338,4,4
mado232,339,3,3
zafy372,340,1,1
gyly160,341,2,2
tapi010,342,3,3
gelu604,343,1,1
qiqi041,344,2,2
ratu271,345,5,5
kyqu130,346,1,1
lucu601,347,1,1
kama922,348,5,5
zoma564,349,4,4
puju088,350,0,0
jufy997,351,1,1
wyja070,352,5,5
dasy955,353,4,4
wyki565,354,2,2
garu074,355,1,1
qyxy586,356,1,1
kegi864,357,1,1
gyge774,358,5,5
vyda893,359,3,3
vuvy608,360,1,1
vizo712,361,1,1
givi158,362,3,3
caro445,363,1,1
nene689,364,1,1
ryfy568,365,3,3
johy783,366,3,3
sulo956,367,3,3
gony054,368,1,1
puca767,369,0,0
baky109,370,2,2
mabo887,371,5,5
cona428,372,1,1
lilo882,373,5,5
gycy436,374,5,5
jyri631,375,1,1
safu128,376,1,1
fore104,377,1,1
zabe850,378,1,1
woci389,379,0,0
kygi723,380,0,0
qejy219,381,1,1
jago498,382,1,1
buby593,383,1,1
dapu822,384,1,1
sugu976,385,3,3
wuxa997,386,2,2
tiqy778,387,1,1
xyfe491,388,2,2
ryhy064,389,1,1
kufi222,390,4,4
xaja332,391,5,5
fofa613,392,3,3
viba035,393,2,2
qewy924,394,1,1
pytu496,395,5,5
tosa657,396,1,1
keri121,397,1,1
bofi991,398,2,2
bihi184,399,3,3
piro376,400,0,0
zejy480,401,2,2
zapy404,402,3,3
lusi512,403,0,0
sedo490,404,2,2
davu999,405,5,5
buby236,406,3,3
weru214,407,4,4
tyly265,408,3,3
nise834,409,2,2
voxy002,410,3,3
fypi681,411,5,5
xopa120,412,3,3
wari483,413,2,2
kegy317,414,5,5
geka905,415,0,0
lore323,416,2,2
vane668,417,1,1
zuxy510,418,3,3
masu336,419,4,4
xise560,420,5,5
zomi496,421,3,3
lilu285,422,3,3
heqi003,423,3,3
jise415,424,1,1
vabe169,425,1,1
kofa904,426,3,3
peqo117,427,3,3
gaho243,428,0,0
mude815,429,3,3
raxe285,430,2,2
qami382,431,1,1
bebo956,432,3,3
cofi309,433,0,0
buqe642,434,1,1
vuzo690,435,0,0
posy958,436,1,1
gaga585,437,4,4
vopa930,438,5,5
xutu412,439,1,1
doxi119,440,2,2
feqy379,441,1,1
xypo299,442,3,3
gahu141,443,1,1
kyse146,444,1,1
sedi312,445,4,4
nasi298,446,1,1
naky151,447,3,3
koqa816,448,1,1
sila763,449,1,1
pody147,450,1,1
voza333,451,1,1
tiro932,452,5,5
wujy562,453,1,1
hamu369,454,1,1
nape687,455,3,3
gevi782,456,0,0
qoha890,457,1,1
fili803,458,1,1
puce552,459,2,2
buny935,460,4,4
pimi228,461,5,5
kyjo289,462,0,0
bepo134,463,1,1
kise589,464,1,1
remi231,465,0,0
qyjo579,466,5,5
cyhu257,467,2,2
diha837,468,5,5
ware232,469,1,1
hyge979,470,1,1
biqe951,471,4,4
jide437,472,1,1
zipu412,473,1,1
vate767,474,1,1
mefy253,475,1,1
qafe413,476,3,3
lota555,477,3,3
mecu237,478,5,5
cidy099,479,1,1
xoba600,480,1,1
joce161,481,3,3
kywu572,482,1,1
jefi901,483,1,1
mari840,484,5,5
nypy058,485,2,2
rino885,486,4,4
maju644,487,3,3
qosy291,488,4,4
posy537,489,1,1
xoki390,490,3,3
fagi164,491,2,2
zozy719,492,1,1
bopa107,493,1,1
jyly989,494,4,4
togu404,495,4,4
gosa272,496,2,2
fovo989,497,1,1
sira606,498,4,4
loby351,499,5,5
fike806,500,4,4
fafe171,501,3,3
zyvo780,502,1,1
xune455,503,5,5
vamu972,504,1,1
suzo040,505,0,0
wype120,506,5,5
jicu869,507,2,2
wero373,508,1,1
juqo313,509,1,1
vexo008,510,3,3
punu787,511,3,3
tomo782,512,2,2
cupe992,513,2,2
kyjo535,514,4,4
raja244,515,5,5
pino324,516,0,0
qutu379,517,2,2
nolu547,518,3,3
cape571,519,2,2
coma628,520,0,0
mida684,521,1,1
gaqe214,522,1,1
pufe463,523,1,1
fifa517,524,1,1
wuzy577,525,1,1
sire515,526,1,1
xyhi085,527,1,1
nexy906,528,1,1
pyzi618,529,1,1
muku118,530,4,4
kewi488,531,4,4
xafu780,532,3,3
wowy820,533,3,3
ryzo168,534,5,5
xavy753,535,3,3
deje129,536,3,3
